frac_bits,max_channel_difference,count
1,1,417825
1,2,411
1,3,132
1,4,48
1,5,60
1,6,34
1,7,33
1,8,26
1,9,9
1,10,27
1,11,17
1,12,16
1,13,17
1,14,31
1,15,4
1,16,22
1,17,14
1,18,7
1,19,16
1,20,14
1,21,23
1,22,32
1,23,25
1,24,9
1,25,7
1,26,2
1,27,2
1,28,7
1,29,2
1,30,3
1,31,2
1,32,3
1,33,4
1,34,4
1,36,4
1,38,2
1,39,1
1,40,1
1,42,3
1,44,1
1,45,1
1,46,6
1,47,9
1,48,16
1,49,16
1,50,14
1,51,43
1,52,14
1,53,6
1,54,3
1,55,6
1,56,10
1,57,22
1,58,45
1,59,39
1,60,43
1,61,18
1,62,3
1,63,3
1,64,1
1,65,4
1,66,5
1,67,4
1,68,9
1,69,15
1,70,39
1,71,23
1,72,101
1,73,121
1,74,31
1,75,42
1,76,25
1,77,18
1,78,28
1,79,8
1,80,24
1,81,24
1,82,10
1,83,27
1,84,66
1,85,30
1,86,19
1,87,44
1,88,57
1,89,127
1,90,128
1,91,673
1,92,79
1,93,31
1,94,34
1,95,46
1,96,23
1,97,15
1,98,16
1,99,45
1,100,11
1,101,71
1,102,19
1,103,19
1,104,15
1,105,2
1,106,7
1,107,84
1,108,44
1,109,64
1,110,55
1,111,32
1,112,15
1,113,3
1,114,2
1,115,2
1,117,4
1,118,4
1,119,3
1,120,4
1,121,2
1,123,4
1,124,3
1,125,1
1,126,3
1,127,5
1,128,6
1,129,1
1,130,3
1,131,7
1,132,4
1,133,4
1,134,3
1,135,8
1,136,5
1,137,2
1,138,2
1,139,1
1,140,1
1,141,2
1,143,1
1,144,2
1,145,3
1,146,1
1,147,2
1,149,1
1,151,3
1,152,3
1,155,1
1,156,1
1,157,1
1,158,1
1,159,2
1,160,1
1,161,1
1,162,2
1,163,2
1,164,2
1,165,1
1,166,3
1,167,1
1,168,3
1,169,3
1,171,2
1,173,2
1,174,2
1,175,3
1,176,2
1,179,1
1,180,3
1,181,1
1,183,3
1,184,3
1,188,1
1,190,1
1,191,1
1,192,1
1,194,1
1,195,3
1,196,1
1,199,1
1,201,1
1,202,3
1,204,2
1,205,4
1,206,1
1,207,4
1,208,17
1,209,11
1,210,4
1,211,7
1,212,4
1,213,2
1,214,2
1,215,3
1,216,2
1,217,3
1,218,1
1,221,1
2,1,411256
2,2,121
2,3,38
2,4,26
2,5,22
2,6,26
2,7,14
2,8,1
2,9,12
2,10,9
2,11,6
2,12,3
2,13,25
2,14,32
2,15,5
2,16,4
2,17,14
2,18,10
2,19,5
2,20,5
2,21,5
2,22,6
2,23,16
2,24,11
2,25,6
2,26,3
2,27,1
2,28,1
2,29,2
2,30,2
2,32,2
2,33,1
2,34,2
2,35,1
2,36,3
2,37,1
2,39,1
2,42,1
2,43,1
2,45,2
2,46,2
2,47,10
2,48,11
2,49,14
2,50,5
2,51,10
2,52,7
2,53,3
2,54,14
2,55,8
2,56,3
2,57,10
2,58,17
2,59,15
2,60,17
2,61,7
2,62,6
2,64,5
2,65,4
2,67,3
2,68,5
2,69,11
2,70,19
2,71,10
2,72,10
2,73,14
2,74,23
2,75,25
2,76,24
2,77,17
2,78,22
2,79,14
2,80,8
2,81,16
2,82,9
2,83,32
2,84,19
2,85,17
2,86,10
2,87,18
2,88,23
2,89,57
2,90,56
2,91,146
2,92,35
2,93,13
2,94,20
2,95,41
2,96,18
2,97,8
2,98,6
2,99,15
2,100,6
2,101,29
2,102,21
2,103,4
2,104,5
2,105,6
2,106,12
2,107,30
2,108,21
2,109,39
2,110,43
2,111,20
2,112,11
2,113,3
2,115,1
2,116,1
2,117,1
2,118,2
2,119,3
2,120,1
2,121,3
2,122,1
2,123,1
2,124,3
2,126,1
2,128,6
2,129,1
2,130,1
2,131,1
2,132,5
2,133,1
2,134,2
2,135,2
2,136,3
2,138,1
2,139,1
2,140,1
2,141,1
2,143,1
2,145,2
2,147,2
2,151,1
2,152,1
2,157,1
2,159,1
2,162,1
2,164,1
2,167,1
2,170,1
2,174,1
2,175,2
2,176,2
2,179,3
2,181,2
2,183,4
2,184,2
2,185,1
2,187,2
2,189,1
2,201,1
2,202,1
2,203,1
2,204,4
2,205,3
2,206,3
2,207,6
2,208,9
2,209,9
2,210,2
2,211,5
2,213,1
2,214,2
2,216,2
2,217,2
2,220,2
3,1,406819
3,2,27
3,3,20
3,4,15
3,5,16
3,6,11
3,7,5
3,8,1
3,9,8
3,10,7
3,11,3
3,12,1
3,13,13
3,14,23
3,16,4
3,17,7
3,19,2
3,20,1
3,21,6
3,22,6
3,23,6
3,24,3
3,25,1
3,26,1
3,27,1
3,29,3
3,31,1
3,33,1
3,34,6
3,35,1
3,38,1
3,39,1
3,42,1
3,44,2
3,46,2
3,47,5
3,48,5
3,49,1
3,50,1
3,51,3
3,52,6
3,53,1
3,55,2
3,56,6
3,57,7
3,58,9
3,59,8
3,60,8
3,61,5
3,63,1
3,64,2
3,65,1
3,66,3
3,67,1
3,68,3
3,69,3
3,70,10
3,71,8
3,72,6
3,73,10
3,74,4
3,75,6
3,76,5
3,77,8
3,78,8
3,79,7
3,80,8
3,81,3
3,82,1
3,83,9
3,84,8
3,85,13
3,86,3
3,87,15
3,88,21
3,89,10
3,90,31
3,91,52
3,92,30
3,93,9
3,94,14
3,95,17
3,96,11
3,97,1
3,98,3
3,99,5
3,100,1
3,101,18
3,102,8
3,103,4
3,104,5
3,105,1
3,106,1
3,107,15
3,108,10
3,109,12
3,110,17
3,111,5
3,112,2
3,113,2
3,115,1
3,116,1
3,118,1
3,119,1
3,121,1
3,122,1
3,124,1
3,127,1
3,128,2
3,131,1
3,132,2
3,134,2
3,135,3
3,136,2
3,137,1
3,138,1
3,139,1
3,141,2
3,142,1
3,147,1
3,149,2
3,151,1
3,157,1
3,162,1
3,169,1
3,171,1
3,174,2
3,176,2
3,179,1
3,183,1
3,201,2
3,202,1
3,207,3
3,208,4
3,209,2
3,213,1
3,215,1
3,216,1
3,217,1
3,220,1
4,1,404882
4,2,12
4,3,7
4,4,11
4,5,3
4,6,3
4,7,6
4,8,4
4,9,2
4,11,2
4,12,2
4,13,4
4,14,2
4,15,1
4,17,2
4,18,3
4,19,2
4,20,2
4,21,2
4,22,4
4,23,2
4,24,1
4,28,2
4,31,1
4,32,1
4,34,1
4,41,1
4,45,1
4,47,5
4,48,2
4,49,2
4,50,1
4,51,3
4,52,1
4,53,1
4,54,1
4,55,3
4,56,3
4,57,1
4,58,3
4,59,4
4,60,3
4,61,5
4,65,1
4,66,2
4,68,1
4,69,4
4,70,6
4,71,5
4,72,2
4,73,3
4,74,7
4,75,2
4,76,5
4,77,5
4,78,3
4,80,4
4,81,2
4,82,2
4,83,5
4,84,4
4,85,2
4,86,6
4,87,5
4,88,6
4,89,17
4,90,13
4,91,34
4,92,11
4,93,1
4,94,3
4,95,12
4,96,1
4,97,4
4,99,1
4,100,2
4,101,6
4,102,3
4,103,1
4,104,6
4,105,1
4,106,1
4,107,10
4,108,3
4,109,7
4,110,6
4,111,5
4,112,4
4,113,2
4,114,1
4,116,1
4,121,1
4,122,2
4,124,2
4,126,1
4,127,1
4,128,1
4,131,1
4,132,1
4,135,1
4,136,1
4,138,1
4,141,1
4,153,1
4,168,1
4,174,1
4,176,1
4,201,1
4,203,1
4,205,1
4,207,1
4,208,3
4,209,2
4,211,1
4,215,1
4,216,1
4,217,1
6,1,402086
6,2,3
6,3,2
6,8,1
6,11,3
6,13,1
6,14,2
6,17,1
6,19,1
6,20,1
6,21,2
6,38,1
6,41,1
6,48,2
6,49,1
6,50,2
6,51,2
6,59,1
6,61,3
6,65,1
6,71,1
6,72,1
6,74,1
6,75,3
6,77,2
6,78,3
6,79,1
6,80,1
6,81,1
6,83,1
6,84,1
6,86,1
6,88,3
6,89,3
6,90,7
6,91,9
6,92,8
6,94,2
6,95,3
6,99,1
6,101,5
6,102,3
6,104,2
6,105,1
6,106,1
6,107,8
6,108,2
6,109,3
6,110,2
6,111,2
6,113,1
6,119,1
6,124,1
6,128,2
6,134,1
6,162,1
6,176,1
6,208,2
6,212,1
6,215,1
6,217,1
8,1,402735
8,3,1
8,5,1
8,6,1
8,7,1
8,9,1
8,14,1
8,41,1
8,47,1
8,48,1
8,51,1
8,58,1
8,77,2
8,78,1
8,81,1
8,87,2
8,89,1
8,90,2
8,91,4
8,92,2
8,94,1
8,95,1
8,100,1
8,101,1
8,104,1
8,109,1
8,162,1
8,176,1
8,215,1
12,1,401912
12,106,1
16,1,401477
16,92,2
